N Env_Canada,ID_SOMAEU,ID_ouvrage,Nom Ouvrage,SOMAEU-Secteur,Region,Trop-Plein X,Trop-Plein Y,Trop-Plein Z,Trop-Plein Lat,Trop-Plein Lon,Emissaire X,Emissaire Y,Emissaire Lon,Emissaire Lat
MTL-109,MTL-38,3350-05D,3350-05D Trop-plein Barrage Simon-Sicard,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,292127.44,5047851.67,21.27,45.5704590189586,-73.6623589956198,292121.86,5047891.14,-73.6624315092284,45.5708140797228
MTL-104,MTL-39,3350-06D,3350-06D Trop-plein St-Denis,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,291257.48,5046144.76,21.31,45.5550833555264,-73.6734574750639,291197.24,5046175.02,-73.6742298885238,45.5553544700881
MTL-95,MTL-40,3350-07D,3350-07D Trop-plein Salaberry,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,289800.82,5045155.02,20.75,45.546147520448,-73.6920844615475,289811.91,5045317.05,-73.6919474022914,45.5476057553905
MTL-91,MTL-41,3350-08D,3350-08D Trop-plein Bohle,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,288511.41,5044489.24,24.65,45.5401276683984,-73.7085748124998,288416.52,5044664.4,-73.7097957292012,45.5417015873819
MTL-91,MTL-41,3350-08D,3350-08D Trop-plein Bohle,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,288511.41,5044489.24,24.65,45.5401276683984,-73.7085748124998,288411.21,5044660.56,-73.7098635964445,45.541666908979
MTL-85,MTL-31,3350-09D,3350-09D S.P. Lavigne - Trop-plein d'orage,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,288162.22,5044149.4,23.72,45.5370614306064,-73.7130345991028,288103.41,5044219.72,-73.7137900106765,45.5376927852086
MTL-85,MTL-31,3350-09D,3350-09D S.P. Lavigne - Trop-plein d'orage,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,288162.22,5044149.4,23.72,45.5370614306064,-73.7130345991028,288106,5044222.82,-73.7137569531746,45.5377207420386
MTL-82,MTL-32,3350-10D,3350-10D S.P. Lavigne - Trop-plein d'urgence,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,288176.53,5044160.73,23.73,45.5371637230615,-73.7128517559394,,,,
MTL-83,MTL-33,3350-11D,3350-11D Trop-plein Notre-Dame-de-Grace,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,288674.81,5043675.6,25.28,45.5328100773675,-73.7064557017175,288103.28,5044219.52,-73.7137916684185,45.5376909824308
MTL-83,MTL-33,3350-11D,3350-11D Trop-plein Notre-Dame-de-Grace,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,288674.81,5043675.6,25.28,45.5328100773675,-73.7064557017175,288106.09,5044222,-73.7137557728281,45.5377133655786
MTL-107,MTL-42,3370-01D,3370-01D Ouv. de regulation Curotte,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,292067.14,5047273.91,18.21,45.5652590656441,-73.6631164992235,292037.44,5047284.38,-73.6634972479334,45.5653527338834
MTL-103,MTL-43,3380-01D,3380-01D Ouv. de regulation Auteuil,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,291500.59,5045945.92,22.23,45.553298817335,-73.6703382431457,291149.8,5046113.65,-73.6748358047897,45.5548013156888
MTL-101,MTL-44,3390-01D,3390-01D Ouv. de regulation St-Laurent,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,291389.06,5045641.67,21.88,45.5505589418393,-73.6717583685381,290982.04,5045820.06,-73.6769762222008,45.5521561938143
MTL-99,MTL-45,3400-01D,3400-01D Ouv. de regulation Meilleur,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,291093.69,5044856.47,26.04,45.543487711836,-73.6755192622986,290582.65,5045536.58,-73.6820832251513,45.5495973139504
MTL-99,MTL-45,3400-01D,3400-01D Ouv. de regulation Meilleur,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,291093.69,5044856.47,26.04,45.543487711836,-73.6755192622986,290586.44,5045538.61,-73.6820347453996,45.5496156578794
MTL-81,MTL-47,3410-02D,3410-02D Trop-plein Decarie-Raimbault,OMAEU de Montreal (Station Jean-R.-Marcotte),ST-LAURENT,289492.87,5043636.47,,45.5324764220368,-73.6959806716711,288411.21,5044660.56,-73.7098635964445,45.541666908979
MTL-70,MTL-49,3450-01D,3450-01D S.P. Saraguay - Trop-plein d'orage pompe,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,284909.39,5041321.04,25.87,45.5115257113576,-73.7545695128653,284911.54,5041362.35,-73.7545436720545,45.5118974935891
MTL-68,MTL-51,3460-01D,3460-01D Ouv. de regulation Pitfield,OMAEU de Montreal (Station Jean-R.-Marcotte),PIERREFONDS,284637.23,5040717.08,25.73,45.5060832645391,-73.7580278787296,284546.18,5040825.84,-73.7591975471947,45.5070592852918
MTL-69,MTL-52,3480-01D,3480-01D Lot 28 - Trop-plein d'urgence,OMAEU de Montreal (Station Jean-R.-Marcotte),DOLLARD-DES-ORMEAUX,282652.67,5041016.07,21.54,45.5087134802427,-73.7834379797112,282673.49,5041110.84,-73.7831758080819,45.5095669109522
MTL-61,MTL-53,3480-02D,3480-02D T.-P. S.P. Spring Garden no 1,OMAEU de Montreal (Station Jean-R.-Marcotte),DOLLARD-DES-ORMEAUX,282074.66,5039893.63,25.43,45.498594819572,-73.7907831630771,282716.75,5041131.42,-73.7826230987575,45.5097534672873
MTL-60,MTL-54,3480-03D,3480-03D T.-P. S.P. Spring Garden no 2,OMAEU de Montreal (Station Jean-R.-Marcotte),DOLLARD-DES-ORMEAUX,281723.41,5039734.97,25.51,45.497155617015,-73.7952700775683,282716.75,5041131.42,-73.7826230987575,45.5097534672873
MTL-64,DDO-55,3480-04D,3480-04D T.-P. S.P. Spring Garden no 3,Secteur DDO,DOLLARD-DES-ORMEAUX,282345.03,5040057.63,24.6,45.5000792985953,-73.7873311808352,282716.75,5041131.42,-73.7826230987575,45.5097534672873
MTL-62,DDO-56,3480-05D,3480-05D T.-P. S.P. Spring Garden no 4,Secteur DDO,DOLLARD-DES-ORMEAUX,282642.6,5039891.28,24.85,45.498591941254,-73.7835160445453,282716.75,5041131.42,-73.7826230987575,45.5097534672873
MTL-67,MTL-57,3490-01D,3490-01D Trop-plein 8e rue/Prince-Edward,OMAEU de Montreal (Station Jean-R.-Marcotte),ROXBORO,280714.04,5040799.31,23.34,45.5066987557003,-73.8082372630087,280324.22,5041793.7,-73.8132755014038,45.5156329879445
MTL-66,MTL-58,3490-02D,3490-02D Trop-plein 9e rue/13e avenue,OMAEU de Montreal (Station Jean-R.-Marcotte),ROXBORO,280883.81,5040651,24.49,45.5053700600816,-73.8060574505907,280324.22,5041793.7,-73.8132755014038,45.5156329879445
MTL-74,MTL-59,3500-01D,3500-01D Ch. de vannes Desjardins - T.-P. d'urgence,OMAEU de Montreal (Station Jean-R.-Marcotte),PIERREFONDS,277632.84,5041361.68,24.52,45.5116458996299,-73.8476990261853,277545.4,5041502.35,-73.8488259260633,45.5129082714788
MTL-76,MTL-60,3500-02D,3500-02D Trop-plein Richer/Allard,OMAEU de Montreal (Station Jean-R.-Marcotte),PIERREFONDS,279075.76,5041149.17,26.42,45.5097883949825,-73.8292209746723,279266.51,5041914.31,-73.8268196286409,45.5166803390219
MTL-73,MTL-61,3500-03D,3500-03D S.P. Fleming/Leger (Pierrefonds),OMAEU de Montreal (Station Jean-R.-Marcotte),PIERREFONDS,278353.96,5041216.84,26.02,45.5103703106505,-73.8384621209207,277545.4,5041502.35,-73.8488259260633,45.5129082714788
MTL-56,MTL-62,3520-01D,3520-01D Deriv. Bourget,OMAEU de Montreal (Station Jean-R.-Marcotte),ILE-BIZARD,276470.24,5038576.42,27.46,45.4865371575423,-73.8624174527381,276401.48,5038718.06,-73.8633052621297,45.4878088789072
MTL-65,MTL-63,3530-01D,3530-01D S.P. Marcellin,OMAEU de Montreal (Station Jean-R.-Marcotte),ILE-BIZARD,276456.93,5040696.9,27.05,45.5056172491289,-73.8627101966993,276505.43,5040462.06,-73.8620760012134,45.5035060696381
MTL-53,MTL-64,3540-01D,3540-01D Deriv. St-Martin,OMAEU de Montreal (Station Jean-R.-Marcotte),STE-GENEVIEVE,275534.77,5037741.95,,45.4789897758663,-73.8743347660441,275508.61,5037762.53,-73.8746706016104,45.4791738633407
MTL-55,MTL-65,3540-02D,3540-02D T.-P. Lavigne/Gatien-Claude,OMAEU de Montreal (Station Jean-R.-Marcotte),STE-GENEVIEVE,275663.69,5037311.39,26.52,45.4751208681397,-73.8726602325894,276120.39,5038638.17,-73.86689653532,45.4870785135434
MTL-47,MTL-66,3560-01D,3560-01D Usine de filt. Pierrefonds - T.-P. d'urgence,OMAEU de Montreal (Station Jean-R.-Marcotte),PIERREFONDS,274046.3,5036250.52,25.32,45.4655055124911,-73.8932801566939,274021.29,5036416.06,-73.8936103451308,45.4669939854741
MTL-4,SAB-67,3580-01D,3580-01D P.P. Terrasse Maxime (Marc-Antoine),OMAEU de Sainte-Anne-de-Bellevue,STE-ANNE-DE-BELLEVUE,269039.04,5029941.2,25.48,45.4084942789389,-73.9568530289178,269008.16,5029926.16,-73.9572464221934,45.4083573661028
MTL-119,MTL-68,3750-01D,3750-01D S.P. Henault,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL-NORD,293907.03,5052093.83,11.6,45.6086612345375,-73.6396538529431,293885.85,5052130.98,-73.6399262225254,45.608995186739
MTL-111,MTL-69,3762-01D,3762-01D S.P. Ile-de-la-Visitation - T.-P. d'urgence,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,292163.07,5048512.55,13.53,45.5764064520299,-73.6619195993924,292194.74,5048525.52,-73.661514141332,45.576523734148
MTL-94,MTL-71,3767-01D,3767-01D S.P. de St-Real,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,289102.41,5045091.58,20.51,45.5455612783934,-73.7010264421467,289014.81,5045130.14,-73.7021495016805,45.5459062734461
MTL-93,MTL-72,3768-01D,3768-01D S.P. Bois-de-Boulogne,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,289075.2,5045010.66,22.19,45.544832521586,-73.7013722968771,288975.13,5045062.3,-73.7026554580828,45.5452949279756
MTL-54,MTL-73,3780-01D,3780-01D S.P. Du Pont,OMAEU de Montreal (Station Jean-R.-Marcotte),STE-GENEVIEVE,275976.15,5038470.91,24.16,45.4855675212272,-73.868731931176,275948.7,5038500.84,-73.8690848394043,45.4858357054069
MTL-52,MTL-74,3781-01D,3781-01D S.P. Beaulieu,OMAEU de Montreal (Station Jean-R.-Marcotte),STE-GENEVIEVE,275297.97,5037004.11,24.7,45.4723405202765,-73.8773193236668,275273.98,5037045.71,-73.877628639521,45.4727138349402
MTL-51,MTL-75,3782-01D,3782-01D S.P. St-Jean-Baptiste,OMAEU de Montreal (Station Jean-R.-Marcotte),STE-GENEVIEVE,275262.42,5036976.31,24.14,45.4720888652461,-73.8777723129493,275228.6,5037037.84,-73.8782085492568,45.4726410982676
MTL-3,MTL-76,3790-01D,3790-01D S.P. Ste-Anne-de-Bell. - Trop-plein Kent,OMAEU de Montreal (Station Jean-R.-Marcotte),STE-ANNE-DE-BELLEVUE,269840.18,5029295.48,23.6,45.4027243659895,-73.946572846061,269846.01,5029260.86,-73.9464959226715,45.4024131354361
MTL-2,MTL-77,3790-02D,3790-02D S.P. Ste-Anne-de-Bell. - Deviat. d'urgence,OMAEU de Montreal (Station Jean-R.-Marcotte),STE-ANNE-DE-BELLEVUE,269875.88,5029265.96,23.54,45.4024605176801,-73.9461147415324,269882.46,5029242.02,-73.9460289972006,45.4022454262252
MTL-161,MTL-78,4210-01D,4210-01D Deriv. Henri-Bourassa,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),304216.68,5058557.67,11.59,45.6669093845448,-73.5074862348035,305600.86,5060243.51,-73.4897191146864,45.6820786236215
MTL-149,MTL-79,4230-01D,4230-01D T.-P. La Gauchetiere/40e avenue,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),304932.46,5058021.99,11.79,45.662089474889,-73.4983001755998,305663.4,5057663.71,-73.4889208504608,45.6588650819734
MTL-154,MTL-80,4230-02D,4230-02D Deriv. Avenue 52 (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),305442.85,5058819.05,9.01,45.669261273354,-73.4917494212587,305484.69,5058809.33,-73.4912124446509,45.6691737711265
MTL-155,MTL-81,4230-03D,4230-03D Deriv. 54e avenue (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),305440.14,5058956.41,9.1,45.6704972639715,-73.4917840215858,305495.67,5058943.42,-73.4910713315822,45.6703803243272
MTL-156,MTL-82,4230-04D,4230-04D Deriv. Avenue 55 (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),305447.63,5059046.65,8.96,45.6713092513905,-73.4916877697973,305495.7,5059034.3,-73.4910708165109,45.6711980775102
MTL-158,MTL-83,4230-05D,4230-05D Deriv. 57e avenue (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),305461.16,5059212.5,11.55,45.6728015839183,-73.4915138888221,305521.42,5059199.04,-73.4907404605326,45.6726804085937
MTL-160,MTL-84,4230-06D,4230-06D Conduite en rive du fleuve - T.-P. d'urgence,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),305572.91,5060245.45,8.97,45.6820961117506,-73.4900779143129,305600.86,5060243.51,-73.4897191146864,45.6820786236215
MTL-163,MTL-85,4230-07D,4230-07D Trop-plein Avenue 81 (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),305869.13,5060987.47,9.86,45.6887725191275,-73.4862736134464,305940.25,5060952.47,-73.4853605974936,45.688457471002
MTL-165,MTL-86,4230-08D,4230-08D Trop-plein 93e avenue/Bellerive (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),306286.45,5061882.54,10.11,45.6968257055845,-73.4809129704511,306382.14,5061941.22,-73.4796840546041,45.6973535035412
MTL-168,MTL-87,4230-09D,4230-09D SP 96e AVE,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL (R-D-P),306361.71,5062120.42,8.347,45.6989660131747,-73.4799458157567,306361.714,5062120.418,-73.4799457643984,45.6989659951695
MTL-143,MTL-88,4240-01D,4240-01D Ouv. de regulation Avenue 24 (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,305754.82,5056647.57,11.91,45.649721540632,-73.4877497426634,305849.27,5056662.96,-73.4865379242573,45.6498598865326
MTL-142,MTL-89,4240-02D,4240-02D Emissaire d'urgence Avenue 24 (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,305757.74,5056656.45,19.29,45.6498014406063,-73.487712261847,305853.63,5056670.75,-73.4864819688394,45.6499299758872
MTL-140,MTL-90,4250-01D,4250-01D Ouv. de regul. St-Jean-Baptiste Sud (PAT),OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,305724.22,5055535.87,13.25,45.6397182765394,-73.4881444482065,305802.58,5055517.37,-73.4871393132623,45.6395517008487
MTL-136,MTL-91,4260-01D,4260-01D Ouv. de regulation Laurendeau,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL-EST,305193.18,5054547.51,12.21,45.6308252986322,-73.4949572302933,305269.53,5054476.91,-73.4939780637115,45.6301899762762
MTL-132,MTL-92,4265-01D,4265-01D Ouv. de regulation Richard,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL-EST,304870.66,5054007.97,11.78,45.6259705002789,-73.4990938212814,305045.92,5054006.88,-73.4968462010833,45.6259606522636
MTL-121,MTL-93,4270-01D,4270-01D Ouv. de regulation Gonthier - Deriv. Gonthier,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,304123.62,5052283.77,11.17,45.610455395465,-73.5086718390714,304257.41,5052334.09,-73.5069565791895,45.6109083052319
MTL-122,MTL-94,4270-02D,4270-02D Ouv. de regulation Gonthier - Deriv. Georges V,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,304145.52,5052361.59,,45.6111556610006,-73.5083911645289,304257.41,5052334.09,-73.5069565791895,45.6109083052319
MTL-118,MTL-95,4280-01D,4280-01D Ouv. de regulation Parc Clement-Jette,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,303933.75,5051226.44,12.53,45.6009410463854,-73.5111042769159,304593.52,5051279.05,-73.502646846061,45.6014149546458
MTL-117,MTL-159,4280-02D,4280-02D TP coll. Mercier,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,304004.58,5050961.98,11.534,45.5985614466678,-73.510195891013,304090.87,5050971.8,-73.509089818655,45.5986499031307
MTL-114,MTL-96,4290-01D,4290-01D Ouv. de regulation De Boucherville,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,304167.4,5049415.51,11.89,45.5846460282599,-73.508106820211,304310.32,5049354.45,-73.5062752276393,45.5840967072594
MTL-108,MTL-97,4300-01D,4300-01D Ouv. de regulation Clarence-Gagnon,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,303180.99,5047864.21,13.59,45.5706853510347,-73.5207426034626,303441.78,5047685.42,-73.5174008899587,45.5690770984901
MTL-106,MTL-98,4310-01D,4310-01D Ouv. de regulation Dickson,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,302985,5047214.34,13.93,45.564837124656,-73.5232511959336,303249.79,5047119.78,-73.5198587838683,45.5639868823771
MTL-105,MTL-99,4315-01D,4315-01D Ouv. d'interc. Lot 13,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,302903.47,5046990.75,14.39,45.5628249699635,-73.5242947749065,303150.08,5046949.98,-73.521135534143,45.5624587360008
MTL-102,MTL-100,4317-01D,4317-01D Ouv. d'interc. Viau,OMAEU de Montreal (Station Jean-R.-Marcotte),MONTREAL ,302638.55,5046301.78,12.8,45.5566246118394,-73.5276853863821,303001.67,5046015.1,-73.5230332341237,45.5540459983047
